Student_ID,Age,GPA,Attendance_Rate,Assignment_Avg,Exam_Score,LMS_Login_Frequency,Video_Engagement_Time,Forum_Interactions,Engagement_Score,Stress_Level_Index,Dropout_Risk
STD01693,18,9.0,85.77,93.56,92.69,13,13.9,15,0.8,0.43,0
STD01694,25,6.17,63.56,67.52,53.4,12,11.55,6,0.94,0.49,0
STD01695,19,9.18,88.02,80.62,63.47,3,7.48,3,0.72,0.45,0
STD01696,21,4.66,86.12,69.83,58.07,6,10.36,11,0.98,0.96,0
STD01697,24,9.55,50.37,45.64,39.72,14,13.51,16,0.48,0.79,0
STD01698,18,7.79,75.46,57.44,78.76,4,2.47,0,0.48,0.29,0
STD01699,22,4.33,56.97,99.02,88.64,13,4.13,16,0.63,0.45,0
STD01700,21,7.87,93.31,97.64,54.82,19,8.37,1,0.51,0.59,0
STD01701,25,9.85,93.58,59.23,99.36,18,12.09,5,0.2,0.65,0
STD01702,21,4.42,70.92,99.78,39.93,3,1.03,11,0.79,0.52,0
STD01703,18,7.33,72.22,90.73,78.02,20,14.77,10,0.8,0.83,0
STD01704,21,8.49,65.16,76.66,64.13,6,7.1,10,0.8,0.79,0
STD01705,20,8.86,85.83,42.41,64.03,16,5.71,17,0.48,0.55,0
STD01706,23,6.48,67.93,94.09,64.75,20,4.74,7,0.62,0.87,0
STD01707,22,5.22,63.39,73.45,51.81,24,3.03,6,0.49,0.78,1
STD01708,18,4.25,71.61,92.11,81.51,3,11.98,13,0.21,0.8,0
STD01709,21,7.48,54.57,90.07,81.9,12,14.35,15,0.65,0.96,0
STD01710,23,6.72,87.33,89.98,53.36,19,6.5,11,0.3,0.34,0
STD01711,23,9.69,50.63,81.89,89.29,19,14.31,8,0.26,0.34,0
STD01712,21,4.36,82.22,57.48,55.59,24,12.45,19,0.8,0.9,0
STD01713,25,8.11,59.14,60.17,82.13,4,7.48,15,0.21,0.8,0
STD01714,20,4.15,61.62,58.51,42.86,1,10.27,18,0.97,0.93,0
STD01715,19,5.03,81.78,41.2,45.97,2,6.81,15,0.61,0.16,0
STD01716,20,6.72,99.65,74.95,55.53,13,8.6,8,0.99,0.66,0
STD01717,21,6.73,88.89,81.93,73.6,13,1.34,12,0.25,0.23,0
STD01718,22,8.11,61.29,91.23,76.96,2,10.6,4,0.67,0.55,0
STD01719,19,9.46,58.8,48.41,60.76,19,1.27,18,0.48,0.24,0
STD01720,18,7.83,93.31,72.65,40.06,22,12.35,9,0.87,0.22,0
STD01721,20,9.72,72.21,40.48,59.29,24,12.46,6,0.49,0.11,0
STD01722,21,9.29,56.85,45.71,79.77,16,3.94,8,0.41,0.67,0
STD01723,20,7.51,93.11,43.25,78.61,12,5.19,13,0.89,0.42,0
STD01724,19,9.0,90.8,83.53,45.41,1,7.48,14,0.5,0.19,0
STD01725,24,7.86,99.2,44.86,35.51,9,9.15,12,0.21,0.39,0
STD01726,20,4.47,95.49,82.99,83.94,17,4.67,9,0.51,0.25,0
STD01727,18,8.44,92.59,54.98,41.91,10,9.09,13,0.72,0.95,0
STD01728,18,4.57,52.63,92.66,40.35,18,4.82,11,0.4,0.39,1
STD01729,17,7.56,55.22,88.79,35.18,19,1.3,18,0.55,0.4,0
STD01730,20,8.22,78.45,97.47,63.12,7,0.54,5,0.25,0.86,0
STD01731,25,4.4,76.57,93.03,67.71,19,1.97,11,0.67,0.68,0
STD01732,23,5.38,72.9,96.0,76.45,24,11.99,12,0.81,0.74,0
STD01733,23,9.49,69.84,91.52,54.24,15,14.44,7,0.53,0.67,0
STD01734,23,7.7,71.56,81.6,81.18,9,6.69,15,0.54,0.95,0
STD01735,24,5.48,78.46,50.22,46.01,10,7.93,1,0.27,0.29,0
STD01736,17,8.14,50.1,56.3,89.08,23,2.63,6,0.36,0.99,0
STD01737,24,7.58,63.04,52.76,72.17,20,8.49,11,0.32,0.85,0
STD01738,20,7.01,75.91,76.22,72.95,20,2.6,6,0.59,0.63,0
STD01739,20,9.86,86.11,70.22,48.64,4,9.36,18,0.62,0.7,0
STD01740,20,8.1,58.71,92.02,39.82,6,14.03,13,0.96,0.68,0
STD01741,22,6.25,77.34,97.16,65.21,4,3.34,8,0.26,0.15,0
STD01742,23,8.8,85.72,64.29,75.01,5,11.59,17,0.68,0.3,0
STD01743,22,9.31,72.23,70.38,41.18,9,0.84,10,0.62,0.97,0
STD01744,17,4.75,51.35,98.29,96.78,12,5.94,15,0.61,0.58,0
STD01745,24,5.2,72.46,56.57,98.73,23,2.11,18,0.9,0.44,0
STD01746,23,5.3,64.82,87.54,70.45,8,5.61,10,0.36,0.79,1
STD01747,22,8.15,96.48,53.51,96.75,21,3.02,17,0.23,0.57,0
STD01748,22,7.62,56.23,80.89,46.66,5,5.91,10,0.74,0.11,0
STD01749,21,7.71,82.62,55.22,36.65,11,6.55,3,0.48,0.76,0
STD01750,22,9.64,52.64,93.02,37.56,23,4.86,17,0.21,0.76,0
STD01751,25,8.66,72.31,73.69,73.19,11,10.02,18,0.4,0.25,0
STD01752,25,4.77,77.7,51.16,39.01,13,13.82,12,0.45,0.96,0
STD01753,24,6.09,64.9,53.46,97.31,14,6.31,3,0.69,0.3,0
STD01754,25,6.61,72.75,69.63,44.23,8,3.29,9,0.34,0.51,0
STD01755,24,6.38,58.18,97.7,54.81,18,4.43,4,0.53,0.2,0
STD01756,24,8.02,65.21,86.18,88.46,19,12.88,2,0.59,0.64,0
STD01757,17,9.35,81.06,69.3,49.22,12,8.79,15,0.57,0.44,0
STD01758,21,5.84,65.09,60.26,50.79,12,7.1,7,0.98,0.42,0
STD01759,20,7.31,94.99,72.96,76.75,18,2.67,6,0.24,0.84,0
STD01760,18,8.74,81.42,84.9,52.95,10,7.02,18,0.96,0.11,0
STD01761,24,6.5,71.93,87.04,49.13,7,4.54,13,0.67,0.82,0
STD01762,19,5.01,51.94,59.48,51.52,18,14.18,14,0.84,0.61,0
STD01763,20,6.85,74.98,83.27,66.89,12,13.32,16,0.54,0.99,0
STD01764,23,4.33,88.24,79.47,97.8,14,1.72,0,0.56,0.63,0
STD01765,25,9.65,63.28,97.55,89.1,15,7.99,5,0.9,0.15,0
STD01766,18,4.45,90.34,95.87,53.5,16,3.76,14,0.92,0.15,0
STD01767,19,6.63,62.59,87.36,58.62,2,6.46,11,0.39,0.89,0
STD01768,20,7.18,91.19,83.4,65.19,18,13.21,19,0.36,0.86,0
STD01769,17,9.91,54.26,56.44,98.63,12,8.15,1,0.6,0.41,0
STD01770,23,5.0,93.31,90.76,46.21,16,5.35,4,0.92,0.66,0
STD01771,18,4.69,74.96,65.65,58.24,13,3.51,8,0.46,0.54,0
STD01772,21,4.05,64.83,56.33,82.41,20,12.1,19,0.72,0.97,0
STD01773,17,4.93,63.26,63.05,97.66,17,9.56,13,0.77,0.95,0
STD01774,19,5.24,71.6,90.16,45.12,18,7.29,17,0.82,0.99,0
STD01775,18,7.78,99.95,48.92,49.78,3,3.65,7,0.65,0.88,0
STD01776,17,5.32,61.02,67.37,49.67,23,5.35,1,0.52,0.92,0
STD01777,23,4.12,55.16,69.54,36.36,10,14.42,8,0.97,0.3,0
STD01778,21,8.96,79.25,42.2,74.27,1,8.04,6,0.69,0.85,0
STD01779,17,6.19,74.43,51.74,78.6,6,6.31,17,0.78,0.74,0
STD01780,22,6.12,76.21,89.6,74.16,3,8.06,15,0.48,0.97,0
STD01781,21,5.81,83.35,89.85,39.64,19,11.8,4,0.74,0.61,0
STD01782,19,9.85,63.36,57.54,39.5,4,5.43,14,0.41,0.18,0
STD01783,23,5.02,95.53,92.49,48.68,20,3.09,4,0.4,0.64,0
STD01784,25,9.39,71.78,86.31,53.87,23,8.98,10,0.77,0.72,0
STD01785,25,8.66,56.45,65.07,86.13,3,10.15,13,0.62,0.3,0
STD01786,25,4.46,87.11,84.9,45.36,8,10.83,18,0.75,0.45,0
STD01787,18,9.92,82.16,97.68,37.87,8,13.29,2,0.42,0.64,0
STD01788,19,5.63,65.79,67.54,60.61,7,5.88,9,0.68,0.44,0
STD01789,23,4.59,81.08,54.31,62.07,2,1.59,5,0.56,0.44,0
STD01790,21,8.98,60.99,96.51,64.31,21,14.4,2,0.68,0.22,0
STD01791,18,8.24,72.24,76.22,88.75,6,6.81,1,0.43,0.95,0
STD01792,19,7.7,94.97,46.32,41.37,16,9.54,12,0.77,0.78,0
STD01793,22,4.94,56.68,74.36,80.76,10,10.16,17,0.84,0.1,0
STD01794,23,6.87,69.33,70.03,56.97,4,8.42,1,0.41,0.79,0
STD01795,25,8.68,91.06,91.34,55.15,13,3.48,14,0.44,0.77,0
STD01796,17,5.82,98.47,71.84,95.62,10,11.45,4,0.73,0.11,0
STD01797,23,5.87,72.7,55.31,51.15,21,12.15,14,0.76,0.43,0
STD01798,24,4.02,75.35,80.54,76.76,14,8.52,16,0.76,0.65,0
STD01799,19,5.05,78.61,72.55,52.88,9,7.58,1,0.75,0.51,0
STD01800,20,9.25,96.62,53.98,67.96,11,2.15,17,0.51,0.8,0
STD01801,22,6.65,92.91,74.42,86.11,23,1.72,14,0.52,0.48,0
STD01802,23,9.91,58.53,89.29,92.31,18,5.42,19,0.4,0.24,0
STD01803,20,6.37,71.84,41.71,89.52,11,5.01,2,0.33,0.98,0
STD01804,24,8.29,73.2,77.85,72.84,17,14.33,4,0.75,0.32,0
STD01805,21,5.69,89.45,60.98,51.17,2,11.86,10,0.27,0.75,0
STD01806,17,6.18,80.14,57.56,77.98,3,10.07,8,0.95,0.23,0
STD01807,20,5.14,82.71,63.56,81.14,11,8.01,4,0.86,0.4,0
STD01808,19,6.08,99.91,60.52,35.69,18,2.93,0,0.89,0.5,0
STD01809,25,7.28,53.75,89.93,63.55,3,14.69,13,0.93,0.27,0
STD01810,24,9.95,61.15,56.49,89.81,15,5.94,4,0.53,0.5,0
STD01811,17,7.99,70.39,83.99,66.82,11,2.05,7,0.88,0.24,0
STD01812,22,5.2,67.39,45.64,55.24,11,7.66,13,0.33,0.6,1
STD01813,25,4.27,51.08,97.08,91.67,20,13.17,15,0.22,0.7,1
STD01814,23,4.76,54.59,77.34,45.13,11,13.37,5,0.83,0.16,0
STD01815,20,7.38,84.05,82.4,48.42,19,0.66,7,0.26,0.88,0
STD01816,17,8.59,93.97,57.88,79.68,1,13.35,1,0.99,0.27,0
STD01817,18,9.64,75.71,64.73,57.91,5,4.44,18,0.74,0.3,0
STD01818,21,4.09,76.96,53.43,81.35,10,1.07,8,0.8,0.7,0
STD01819,21,7.14,62.75,95.95,45.25,10,12.79,4,0.4,0.52,0
STD01820,24,6.83,88.39,69.29,51.4,14,13.03,4,0.74,0.55,0
STD01821,22,7.94,87.59,77.83,45.18,2,9.15,18,0.23,0.22,0
STD01822,24,7.36,79.42,84.06,96.94,4,8.83,3,0.87,0.83,0
STD01823,18,8.12,60.63,62.27,61.35,2,12.29,15,0.34,0.66,0
STD01824,19,7.95,54.85,83.21,56.92,18,11.9,15,0.76,0.22,0
STD01825,22,4.7,53.21,80.56,35.92,13,13.41,15,0.38,0.44,1
STD01826,19,8.8,79.63,82.34,44.97,19,8.51,6,0.25,0.83,0
STD01827,22,4.74,91.25,69.35,62.37,5,14.53,17,0.59,0.61,0
STD01828,22,8.19,92.92,62.98,39.45,20,14.94,0,0.34,0.2,0
STD01829,18,6.5,73.18,53.32,68.2,2,2.19,2,0.78,0.44,0
STD01830,23,7.08,89.21,89.48,64.58,11,12.82,7,0.39,0.32,0
STD01831,18,9.42,97.34,76.5,84.87,18,7.75,0,0.47,0.57,0
STD01832,22,9.34,63.76,66.66,77.89,6,6.12,6,0.65,0.86,0
STD01833,17,8.91,69.9,96.64,63.99,23,9.39,6,0.43,0.49,0
STD01834,19,7.06,96.57,42.87,49.6,10,1.31,7,0.5,0.49,0
STD01835,18,8.42,66.91,91.01,82.25,22,7.84,18,0.85,0.91,0
STD01836,23,7.08,95.69,99.85,81.01,23,13.13,16,0.34,0.62,0
STD01837,20,9.22,99.05,93.22,44.96,17,3.6,10,0.27,0.61,0
STD01838,24,6.42,83.09,88.63,94.46,22,6.68,14,0.46,0.34,0
STD01839,22,9.82,90.84,62.46,39.19,11,14.12,8,0.54,0.65,0
STD01840,20,9.59,87.48,53.88,38.58,19,6.71,16,0.63,0.62,0
STD01841,21,8.45,84.98,84.09,47.18,17,5.7,10,0.5,0.46,0
STD01842,25,5.68,65.35,58.27,94.11,24,6.89,5,0.83,0.99,0
STD01843,23,4.79,52.85,50.56,68.8,4,8.03,8,0.23,0.89,1
STD01844,25,9.13,67.15,87.19,86.22,24,9.66,17,0.55,0.77,0
STD01845,23,4.99,83.35,58.75,49.81,14,12.11,19,0.51,0.58,0
STD01846,17,9.13,55.13,94.87,66.86,20,7.06,1,0.72,0.52,0
STD01847,24,6.94,50.6,90.44,58.29,4,12.35,3,0.97,0.27,0
STD01848,20,6.44,56.98,90.86,88.81,14,8.24,17,0.61,0.38,0
STD01849,19,9.42,85.79,86.29,36.47,4,5.41,0,0.99,0.8,0
STD01850,23,7.62,98.64,92.85,50.85,6,10.04,10,0.44,0.51,0
STD01851,19,7.46,99.15,88.34,44.92,9,10.91,2,0.22,0.89,0
STD01852,24,7.35,74.7,76.15,90.85,21,8.59,7,0.33,0.23,0
STD01853,22,6.23,93.47,57.75,65.39,12,1.32,4,0.52,0.56,0
STD01854,21,8.71,86.84,93.29,61.27,8,2.96,19,0.45,0.68,0
STD01855,20,5.52,75.05,90.44,64.22,24,4.64,4,0.28,0.57,0
STD01856,24,9.63,78.64,68.37,98.18,4,4.6,10,0.55,0.9,0
STD01857,24,9.36,56.86,42.34,90.27,5,10.26,11,0.47,0.99,0
STD01858,17,6.02,96.88,78.31,80.91,6,0.77,8,0.3,0.2,0
STD01859,25,8.38,67.6,43.04,53.88,5,11.46,12,0.44,0.22,0
STD01860,21,7.44,72.31,95.58,45.74,19,4.35,19,0.91,0.22,0
STD01861,20,6.03,83.58,97.7,94.89,8,5.0,2,0.44,0.71,0
STD01862,22,9.93,66.7,51.37,62.5,9,8.15,12,0.77,0.44,0
STD01863,22,4.15,62.71,80.58,53.12,15,3.63,10,0.69,0.76,0
STD01864,18,5.52,81.55,45.54,65.61,4,13.32,10,0.54,0.46,0
STD01865,24,7.12,51.25,83.77,94.66,9,1.74,19,0.39,0.66,0
STD01866,23,7.13,86.04,60.84,60.16,7,6.94,6,0.5,0.79,0
STD01867,17,7.53,75.7,80.86,71.57,8,12.82,16,0.67,0.59,0
STD01868,21,8.51,80.29,62.37,87.19,15,9.43,15,0.48,0.59,0
STD01869,22,7.74,81.59,48.73,62.76,19,4.74,13,0.37,0.18,0
STD01870,20,7.6,76.35,64.37,50.18,15,6.6,0,0.29,0.47,0
STD01871,18,4.32,79.13,46.76,99.64,5,10.75,10,0.9,0.59,0
STD01872,20,6.26,84.19,74.61,97.18,19,14.61,12,0.55,0.52,0
STD01873,17,5.39,87.66,42.46,89.83,7,13.45,0,0.7,0.91,0
STD01874,23,5.59,86.37,71.64,79.74,6,5.47,1,0.59,0.92,0
STD01875,18,7.33,93.48,93.18,54.17,19,14.97,8,0.9,0.84,0
STD01876,18,5.2,59.47,90.27,94.37,17,0.55,12,0.64,0.44,0
STD01877,25,5.76,70.06,92.97,52.91,10,0.9,4,0.58,0.75,0
STD01878,21,5.42,97.39,95.32,87.05,19,12.45,8,0.94,0.46,0
STD01879,18,9.69,69.83,46.27,94.69,11,3.39,12,0.78,0.31,0
STD01880,25,9.67,56.24,47.72,74.2,15,1.38,4,0.29,0.41,0
STD01881,25,7.66,76.27,73.42,87.2,10,3.94,14,0.34,0.16,0
STD01882,17,9.55,55.47,93.64,86.46,11,6.68,6,0.83,0.4,0
STD01883,19,8.71,60.14,98.46,47.56,23,11.09,13,0.87,0.51,0
STD01884,20,7.54,99.92,42.78,78.42,3,9.55,15,0.64,0.96,0
STD01885,23,4.04,77.07,61.35,41.08,3,3.95,5,0.64,0.38,0
STD01886,20,8.64,64.2,52.77,68.01,18,7.8,1,0.71,0.91,0
STD01887,18,8.21,99.74,85.36,45.55,11,13.93,15,0.55,0.31,0
STD01888,23,7.69,98.33,78.41,62.06,20,12.32,18,0.74,0.27,0
STD01889,22,8.56,72.04,47.19,89.14,22,5.19,4,0.29,0.57,0
STD01890,19,7.08,63.02,69.01,99.17,18,14.74,3,0.97,0.71,0
STD01891,22,8.22,91.92,81.13,55.67,15,10.77,13,0.8,0.14,0
STD01892,22,9.61,85.78,86.74,69.58,7,1.41,5,0.7,0.3,0
STD01893,21,6.25,84.35,41.2,68.23,10,1.01,7,0.45,0.51,0
STD01894,20,8.25,94.66,93.43,97.04,21,2.94,2,0.33,0.4,0
STD01895,17,6.85,84.47,74.16,66.11,23,11.05,3,0.53,0.74,0
STD01896,22,8.05,64.19,88.71,80.44,20,3.16,0,0.73,0.56,0
STD01897,18,8.58,84.69,88.48,94.92,10,7.92,1,0.71,0.24,0
STD01898,19,4.27,65.29,51.39,59.27,13,1.85,12,0.51,0.91,0
STD01899,24,7.88,87.96,46.61,93.64,15,13.85,8,0.69,0.36,0
STD01900,22,5.36,80.99,83.28,94.63,23,5.49,11,0.85,0.76,0
STD01901,19,8.02,53.87,49.39,95.49,18,13.67,9,0.22,0.8,0
STD01902,23,6.81,75.64,91.0,52.58,23,14.2,9,0.56,0.97,0
STD01903,20,8.64,67.17,83.57,61.02,4,0.59,17,0.81,0.55,0
STD01904,25,4.74,66.43,90.51,91.58,20,7.23,11,0.64,0.65,0
STD01905,21,7.76,80.11,57.94,58.35,17,0.86,15,0.72,0.4,0
STD01906,19,5.67,66.12,59.0,74.02,3,13.68,5,0.61,0.71,0
STD01907,18,9.12,88.84,80.27,42.67,21,8.02,9,0.99,0.52,0
STD01908,18,9.57,53.54,41.89,38.66,21,1.59,14,0.24,0.49,0
STD01909,19,9.98,83.02,83.59,61.78,2,2.1,8,0.59,0.87,0
STD01910,18,8.78,90.46,90.15,72.63,4,6.06,1,0.27,0.15,0
STD01911,20,8.52,83.64,64.91,60.53,1,14.13,17,0.33,0.89,0
STD01912,18,5.29,74.86,85.89,72.55,15,10.55,11,0.51,0.87,0
STD01913,25,6.02,97.52,50.48,68.48,1,13.08,2,0.32,0.56,0
STD01914,18,6.79,65.0,59.34,79.57,6,5.81,6,0.97,0.54,0
STD01915,25,8.64,50.96,98.46,77.22,7,1.13,8,0.96,0.43,0
STD01916,22,9.49,71.6,99.18,62.58,19,14.63,7,0.47,0.99,0
STD01917,17,5.13,51.65,70.76,62.62,12,0.75,5,0.71,0.2,0
STD01918,20,9.53,97.7,96.06,44.15,1,14.24,0,0.63,0.63,0
STD01919,17,8.17,60.5,71.36,68.36,7,5.85,13,0.85,0.71,0
STD01920,22,7.66,89.45,57.5,73.17,19,0.65,15,0.7,0.94,0
STD01921,20,5.2,88.73,56.01,65.97,13,10.49,15,0.2,0.8,0
STD01922,19,4.33,60.89,95.77,56.17,12,14.72,3,0.81,0.68,0
STD01923,19,7.41,81.06,50.35,81.91,12,14.5,5,0.8,0.21,0
STD01924,25,7.91,52.4,74.78,39.85,22,2.83,14,0.61,0.44,0
STD01925,22,5.26,74.18,73.33,94.44,13,3.13,7,0.92,0.22,0
STD01926,25,7.34,50.73,84.38,36.34,14,8.7,0,0.93,0.89,0
STD01927,21,9.14,96.06,69.95,97.55,22,9.74,12,0.62,0.77,0
STD01928,18,9.01,98.8,56.34,65.05,12,11.22,17,0.69,0.78,0
STD01929,24,9.56,61.11,50.16,61.82,20,3.13,17,1.0,0.69,0
STD01930,21,6.2,60.41,77.25,51.67,12,14.41,12,0.44,0.56,0
STD01931,18,5.91,87.69,83.14,35.65,6,9.76,13,0.46,0.23,0
STD01932,20,8.5,62.67,74.17,52.86,10,12.78,10,0.35,0.4,0
STD01933,25,6.59,94.75,84.3,42.11,20,8.33,6,0.92,0.22,0
STD01934,20,4.53,78.7,48.49,77.89,24,6.51,17,0.8,0.75,0
STD01935,20,5.7,67.54,92.95,55.74,9,14.67,3,0.28,0.24,1
STD01936,18,6.51,91.63,74.94,84.87,2,8.94,16,0.99,0.73,0
STD01937,22,5.76,74.67,47.61,48.45,7,13.07,18,0.78,0.72,0
STD01938,18,5.99,95.58,67.72,93.52,9,14.32,13,0.88,0.51,0
STD01939,23,5.76,96.4,90.69,68.99,12,10.29,9,0.24,0.22,0
STD01940,19,4.25,58.27,93.85,42.44,5,8.46,5,0.6,0.38,0
STD01941,19,7.82,50.12,55.88,61.05,1,0.55,17,0.76,0.39,0
STD01942,21,7.58,99.2,82.68,48.44,22,1.08,3,0.63,0.73,0
STD01943,19,7.92,95.31,46.0,47.98,15,3.41,10,0.73,0.2,0
STD01944,18,5.15,52.77,42.01,67.91,8,3.2,12,0.85,0.85,0
STD01945,25,5.77,91.65,73.62,78.67,1,4.19,7,0.5,0.78,0
STD01946,18,7.72,72.89,81.69,94.26,18,4.92,9,0.88,0.27,0
STD01947,18,7.6,62.95,87.75,67.64,13,5.72,10,0.33,0.75,0
STD01948,24,7.04,93.94,60.41,97.78,1,6.6,2,0.42,0.7,0
STD01949,25,6.1,59.83,40.39,96.21,5,1.93,14,0.23,0.77,0
STD01950,23,9.48,97.36,68.77,91.23,18,1.11,7,0.49,0.27,0
STD01951,19,6.04,60.28,40.95,67.5,16,10.27,19,0.5,0.24,0
STD01952,25,6.73,80.68,45.52,44.16,10,8.29,17,0.84,0.31,0
STD01953,19,8.07,61.15,59.6,49.16,4,6.94,0,0.72,0.43,0
STD01954,21,7.26,77.28,66.23,77.1,1,9.7,7,0.55,0.81,0
STD01955,25,6.08,84.2,56.77,62.41,23,12.5,2,0.72,0.76,0
STD01956,19,6.61,59.51,74.91,44.54,8,6.7,0,0.24,0.93,0
STD01957,23,8.77,76.04,43.32,66.13,5,9.8,19,0.34,0.15,0
STD01958,17,5.67,73.45,48.67,36.13,2,14.33,15,0.7,0.11,0
STD01959,20,4.85,53.55,81.72,82.7,24,12.67,8,0.71,0.73,0
STD01960,20,5.88,90.92,48.53,39.78,17,6.68,16,0.82,0.35,0
STD01961,23,9.1,66.78,78.39,75.89,7,9.85,15,0.52,0.4,0
STD01962,24,4.53,78.73,43.28,86.55,17,3.07,5,0.78,0.59,0
STD01963,17,9.95,75.74,64.44,43.62,6,8.63,6,0.75,0.19,0
STD01964,21,7.25,75.66,50.64,68.71,22,14.73,15,0.97,0.68,0
STD01965,23,9.91,55.36,46.58,85.64,15,8.02,7,0.37,0.39,0
STD01966,20,9.63,71.17,74.02,51.94,5,13.95,9,0.64,0.67,0
STD01967,20,6.72,72.62,95.7,45.59,15,6.41,13,0.68,0.85,0
STD01968,20,5.19,86.68,43.29,56.89,18,14.98,10,1.0,0.25,0
STD01969,22,4.99,92.0,65.29,71.06,18,8.9,1,0.36,0.94,0
STD01970,23,5.44,77.25,82.45,72.39,21,1.11,11,0.62,0.58,0
STD01971,18,8.26,54.34,67.76,43.51,21,9.01,19,0.48,0.93,0
STD01972,21,5.64,61.84,88.39,64.74,23,4.48,19,0.62,0.29,0
STD01973,20,6.05,58.25,50.78,52.44,6,0.97,12,0.39,0.64,0
STD01974,19,6.69,56.23,97.58,89.73,2,12.4,14,0.24,0.46,0
STD01975,23,9.48,68.29,63.11,55.38,17,4.5,11,0.66,0.8,0
STD01976,22,5.14,61.47,60.49,89.52,21,12.05,12,0.47,0.65,1
STD01977,23,4.03,60.92,92.48,62.86,4,4.68,7,0.35,0.55,1
STD01978,21,4.36,52.73,73.83,82.23,12,3.32,15,0.46,0.92,1
STD01979,22,9.43,50.88,70.99,68.15,19,14.62,2,0.24,0.44,0
STD01980,21,7.89,55.14,83.62,75.43,2,5.74,12,0.96,0.3,0
STD01981,23,5.64,58.61,74.79,60.7,2,9.22,11,0.66,0.65,0
STD01982,18,5.06,71.55,49.75,84.93,14,9.34,18,0.85,0.66,0
STD01983,21,5.77,75.53,80.45,62.64,15,8.63,1,0.54,0.5,0
STD01984,22,4.69,57.03,48.01,64.74,20,13.76,0,0.92,0.54,0
STD01985,22,9.65,71.24,88.35,68.65,2,10.28,7,0.59,0.96,0
STD01986,21,8.71,67.09,99.38,89.07,4,6.35,8,0.66,0.76,0
STD01987,23,6.77,59.17,62.64,77.86,19,13.0,7,0.59,0.2,0
STD01988,24,9.19,50.34,66.69,57.7,9,3.13,16,0.79,0.29,0
STD01989,23,5.5,73.35,42.79,78.57,7,8.39,8,0.65,0.98,0
STD01990,21,8.3,84.28,40.82,76.76,13,14.28,5,0.42,0.75,0
STD01991,17,9.14,61.31,95.29,95.52,12,9.57,14,0.32,0.92,0
STD01992,21,6.14,56.59,47.72,89.69,3,12.35,12,0.68,0.37,0
STD01993,18,8.54,94.35,66.75,77.08,13,9.98,11,0.59,0.77,0
STD01994,21,5.77,63.75,88.92,57.2,15,12.67,12,0.28,0.74,1
STD01995,21,5.79,61.18,93.36,85.67,14,14.2,6,0.52,0.37,0
STD01996,18,4.64,92.85,71.16,72.39,24,4.46,17,0.61,0.6,0
STD01997,21,6.64,90.86,73.9,99.04,9,2.96,13,0.86,0.66,0
STD01998,20,8.38,72.42,80.18,51.09,13,7.52,10,0.26,0.53,0
STD01999,17,9.64,74.46,97.68,40.18,23,10.68,13,0.48,0.84,0
STD02000,19,7.62,60.89,76.16,39.54,22,3.79,16,0.86,0.85,0
